Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio
TSK005234,PRJ0160,EMP0227,Shaurya Gupta,Code Review task #5235,2024-01-19,2024-02-09,2024-02-10,33.2,23.9,Completed,Low,Documentation,1,1.2,True,True,9.300000000000004,0.72
TSK005235,PRJ0160,EMP0305,Veer Iyer,Documentation task #5236,2023-11-26,2023-12-12,2023-12-10,35.8,35.7,Completed,Low,Documentation,0,0.0,True,False,0.09999999999999432,1.0
TSK005236,PRJ0160,EMP0298,Shaurya Kapoor,Documentation task #5237,2023-12-25,2024-01-11,2024-01-10,72.3,45.8,Completed,Low,Deployment,1,1.2,True,False,26.5,0.63
TSK005237,PRJ0160,EMP0241,Aadhya Nair,Deployment task #5238,2024-02-29,2024-03-06,2024-03-06,14.9,18.4,Completed,Low,Bug Fix,0,0.0,True,False,-3.4999999999999982,1.23
TSK005238,PRJ0160,EMP0213,Ira Rao,Deployment task #5239,2023-12-17,2023-12-21,2023-12-19,20.8,15.6,Completed,Medium,Research,0,0.0,True,False,5.200000000000001,0.75
TSK005239,PRJ0160,EMP0527,Shaurya Sharma,Testing task #5240,2024-02-22,2024-03-08,2024-03-13,25.3,34.7,Completed,Low,Bug Fix,0,0.0,True,True,-9.400000000000002,1.37
TSK005240,PRJ0160,EMP0402,Rudra Gupta,Testing task #5241,2024-01-30,2024-02-06,2024-02-08,18.8,13.7,Completed,Medium,Research,0,0.0,True,True,5.100000000000001,0.73
TSK005241,PRJ0160,EMP0451,Anika Verma,Deployment task #5242,2024-02-26,2024-03-16,,11.9,18.3,To Do,High,Testing,0,0.0,False,False,-6.4,1.54
TSK005242,PRJ0160,EMP0199,Diya Iyer,Documentation task #5243,2024-03-01,2024-03-11,2024-03-23,13.9,10.2,Completed,Medium,Documentation,1,0.9,True,True,3.700000000000001,0.73
TSK005243,PRJ0160,EMP0270,Aditya Gupta,Documentation task #5244,2024-01-20,2024-02-05,2024-02-07,20.0,17.0,Completed,Medium,Code Review,0,0.0,True,True,3.0,0.85
TSK005244,PRJ0160,EMP0484,Aditya Bose,Research task #5245,2023-12-25,2024-01-05,2024-01-08,40.7,50.9,Completed,Low,Research,0,0.0,True,True,-10.199999999999996,1.25
TSK005245,PRJ0160,EMP0271,Sara Malhotra,Development task #5246,2024-02-20,2024-03-12,,36.6,45.7,In Progress,Medium,Testing,0,0.0,False,False,-9.100000000000001,1.25
TSK005246,PRJ0160,EMP0132,Ira Iyer,Code Review task #5247,2023-12-27,2024-01-12,2024-01-15,19.2,14.6,Completed,Low,Documentation,0,0.0,True,True,4.6,0.76
TSK005247,PRJ0160,EMP0450,Rudra Bose,Testing task #5248,2023-12-27,2024-01-16,2024-01-17,48.0,37.0,Completed,Medium,Deployment,0,0.0,True,True,11.0,0.77
TSK005248,PRJ0160,EMP0554,Ira Kumar,Development task #5249,2024-02-02,2024-02-06,2024-02-07,51.5,54.6,Completed,Medium,Documentation,0,0.0,True,True,-3.1000000000000014,1.06
TSK005249,PRJ0160,EMP0131,Kiaan Gupta,Development task #5250,2024-01-29,2024-02-10,2024-02-18,45.8,29.6,Completed,Low,Code Review,0,0.0,True,True,16.199999999999996,0.65
TSK005250,PRJ0160,EMP0154,Aditya Iyer,Bug Fix task #5251,2023-12-04,2023-12-25,2023-12-27,60.5,49.1,Completed,High,Development,0,0.0,True,True,11.399999999999999,0.81
TSK005251,PRJ0161,EMP0586,Dhruv Krishnan,Design task #5252,2023-06-23,2023-07-07,2023-07-12,53.6,44.1,Completed,Medium,Documentation,0,0.0,True,True,9.5,0.82
TSK005252,PRJ0161,EMP0398,Dhruv Bose,Design task #5253,2023-08-22,2023-09-08,2023-09-13,54.5,44.0,Completed,Low,Research,0,0.0,True,True,10.5,0.81
TSK005253,PRJ0161,EMP0591,Diya Gupta,Design task #5254,2023-07-20,2023-07-29,2023-08-10,88.5,59.3,Completed,Medium,Development,2,4.8,True,True,29.200000000000003,0.67
TSK005254,PRJ0161,EMP0520,Riya Gupta,Code Review task #5255,2023-09-18,2023-10-09,2023-10-14,19.3,14.7,Completed,Medium,Research,0,0.0,True,True,4.600000000000001,0.76
TSK005255,PRJ0161,EMP0293,Shaurya Das,Design task #5256,2023-10-21,2023-11-02,2023-11-05,27.1,18.1,Completed,High,Deployment,0,0.0,True,True,9.0,0.67
TSK005256,PRJ0161,EMP0024,Kavya Verma,Development task #5257,2023-06-13,2023-06-27,2023-06-27,24.7,21.1,Completed,Medium,Deployment,0,0.0,True,False,3.599999999999998,0.85
TSK005257,PRJ0161,EMP0269,Anika Kumar,Code Review task #5258,2023-07-12,2023-07-14,2023-07-26,23.7,20.1,Completed,Low,Research,0,0.0,True,True,3.599999999999998,0.85
TSK005258,PRJ0161,EMP0097,Kabir Krishnan,Development task #5259,2023-11-14,2023-11-21,2023-11-26,19.7,20.6,Completed,Low,Documentation,0,0.0,True,True,-0.9000000000000021,1.05
TSK005259,PRJ0161,EMP0473,Zara Kumar,Bug Fix task #5260,2023-10-19,2023-10-29,2023-10-27,65.6,55.5,Completed,High,Bug Fix,0,0.0,True,False,10.099999999999994,0.85
TSK005260,PRJ0161,EMP0325,Arnav Kumar,Design task #5261,2023-07-15,2023-07-27,2023-07-25,18.5,16.5,Completed,Low,Research,0,0.0,True,False,2.0,0.89
TSK005261,PRJ0161,EMP0141,Aarav Pillai,Bug Fix task #5262,2023-04-02,2023-04-14,2023-04-15,65.8,50.2,Completed,Low,Design,0,0.0,True,True,15.599999999999994,0.76
TSK005262,PRJ0161,EMP0189,Yuvan Bose,Documentation task #5263,2023-04-19,2023-04-22,2023-04-22,24.4,19.1,Completed,Medium,Development,0,0.0,True,False,5.299999999999997,0.78
TSK005263,PRJ0161,EMP0061,Saanvi Gupta,Documentation task #5264,2023-06-19,2023-06-21,2023-06-23,36.4,34.1,Completed,High,Deployment,0,0.0,True,True,2.299999999999997,0.94
TSK005264,PRJ0161,EMP0335,Ananya Verma,Design task #5265,2023-06-13,2023-07-03,2023-07-04,0.0,6.2,Completed,High,Design,0,0.0,True,True,-6.2,
TSK005265,PRJ0161,EMP0307,Myra Pillai,Deployment task #5266,2023-05-19,2023-06-08,2023-06-06,31.0,42.2,Completed,Medium,Research,0,0.0,True,False,-11.200000000000003,1.36
TSK005266,PRJ0161,EMP0057,Ishaan Gupta,Testing task #5267,2023-05-22,2023-05-30,2023-05-30,7.6,10.8,Completed,Medium,Testing,0,0.0,True,False,-3.200000000000001,1.42
TSK005267,PRJ0161,EMP0127,Myra Menon,Deployment task #5268,2023-07-20,2023-07-27,2023-07-26,10.5,11.6,Completed,Low,Testing,0,0.0,True,False,-1.0999999999999996,1.1
TSK005268,PRJ0161,EMP0027,Tara Pillai,Documentation task #5269,2023-04-13,2023-04-21,2023-04-24,14.9,17.7,Completed,High,Design,0,0.0,True,True,-2.799999999999999,1.19
TSK005269,PRJ0161,EMP0554,Ira Kumar,Testing task #5270,2023-05-31,2023-06-18,,49.5,55.9,Blocked,High,Code Review,1,1.3,False,False,-6.399999999999999,1.13
TSK005270,PRJ0161,EMP0087,Riya Sharma,Documentation task #5271,2023-06-20,2023-06-23,2023-06-24,40.0,51.5,Completed,High,Design,0,0.0,True,True,-11.5,1.29
TSK005271,PRJ0161,EMP0095,Ishaan Bose,Testing task #5272,2023-03-12,2023-03-29,2023-03-27,21.7,22.4,Completed,Medium,Documentation,0,0.0,True,False,-0.6999999999999993,1.03
TSK005272,PRJ0161,EMP0332,Aryan Sharma,Research task #5273,2023-10-13,2023-11-03,2023-11-02,14.2,10.8,Completed,High,Testing,0,0.0,True,False,3.3999999999999986,0.76
TSK005273,PRJ0162,EMP0417,Saanvi Rao,Testing task #5274,2024-05-20,2024-05-25,2024-05-30,6.7,5.2,Completed,Medium,Code Review,0,0.0,True,True,1.5,0.78
TSK005274,PRJ0162,EMP0215,Veer Krishnan,Development task #5275,2024-07-22,2024-08-06,2024-08-14,16.6,10.4,Completed,Medium,Design,1,1.2,True,True,6.200000000000001,0.63
TSK005275,PRJ0162,EMP0029,Shaurya Singh,Documentation task #5276,2024-06-11,2024-06-24,2024-06-24,15.5,18.7,Completed,High,Design,0,0.0,True,False,-3.1999999999999993,1.21
TSK005276,PRJ0162,EMP0507,Kiaan Bose,Deployment task #5277,2024-05-14,2024-05-27,2024-05-28,37.4,28.3,Completed,High,Design,2,2.0,True,True,9.099999999999998,0.76
TSK005277,PRJ0162,EMP0053,Tara Kumar,Testing task #5278,2024-07-24,2024-08-05,2024-08-03,64.1,59.9,Completed,Medium,Research,0,0.0,True,False,4.199999999999996,0.93
TSK005278,PRJ0162,EMP0074,Advait Kumar,Development task #5279,2024-08-12,2024-08-28,2024-08-30,91.8,58.9,Completed,Low,Documentation,0,0.0,True,True,32.9,0.64
TSK005279,PRJ0162,EMP0023,Meera Kapoor,Research task #5280,2024-06-03,2024-06-19,2024-06-22,83.2,58.7,Completed,Low,Research,3,7.1,True,True,24.5,0.71
TSK005280,PRJ0162,EMP0203,Aryan Reddy,Testing task #5281,2024-04-22,2024-05-07,2024-05-12,30.4,26.2,Completed,High,Design,0,0.0,True,True,4.199999999999999,0.86
TSK005281,PRJ0162,EMP0063,Aditya Verma,Code Review task #5282,2024-07-20,2024-07-26,2024-08-03,34.4,41.6,Completed,Low,Design,0,0.0,True,True,-7.200000000000003,1.21
TSK005282,PRJ0162,EMP0414,Kabir Malhotra,Bug Fix task #5283,2024-07-25,2024-08-08,2024-08-13,10.7,9.2,Completed,High,Design,1,2.2,True,True,1.5,0.86
TSK005283,PRJ0162,EMP0170,Aditya Menon,Design task #5284,2024-06-02,2024-06-12,2024-06-13,61.3,48.6,Completed,High,Research,2,1.1,True,True,12.699999999999996,0.79
TSK005284,PRJ0162,EMP0563,Kiaan Rao,Research task #5285,2024-04-28,2024-05-15,,12.6,19.9,Blocked,High,Testing,0,0.0,False,False,-7.299999999999999,1.58
TSK005285,PRJ0162,EMP0496,Advait Pillai,Code Review task #5286,2024-05-08,2024-05-15,2024-05-18,42.5,36.6,Completed,Medium,Documentation,0,0.0,True,True,5.899999999999999,0.86
TSK005286,PRJ0162,EMP0197,Navya Krishnan,Documentation task #5287,2024-06-28,2024-07-06,2024-07-06,26.4,20.7,Completed,Low,Testing,1,1.6,True,False,5.699999999999999,0.78
TSK005287,PRJ0162,EMP0052,Aditya Menon,Development task #5288,2024-07-20,2024-07-23,2024-07-22,18.3,13.9,Completed,Low,Code Review,3,4.2,True,False,4.4,0.76
TSK005288,PRJ0162,EMP0262,Reyansh Krishnan,Research task #5289,2024-04-26,2024-05-09,2024-05-09,31.4,23.1,Completed,High,Code Review,0,0.0,True,False,8.299999999999997,0.74
TSK005289,PRJ0162,EMP0250,Zara Malhotra,Code Review task #5290,2024-07-28,2024-08-10,,33.8,37.9,Blocked,High,Design,0,0.0,False,False,-4.100000000000001,1.12
TSK005290,PRJ0162,EMP0018,Ishaan Menon,Testing task #5291,2024-07-04,2024-07-16,2024-07-14,38.4,24.8,Completed,Medium,Code Review,1,2.4,True,False,13.599999999999998,0.65
TSK005291,PRJ0162,EMP0598,Tara Bose,Research task #5292,2024-05-27,2024-06-02,2024-06-02,63.5,54.6,Completed,Medium,Design,1,2.1,True,False,8.899999999999999,0.86
TSK005292,PRJ0162,EMP0449,Aadhya Das,Deployment task #5293,2024-08-14,2024-09-04,2024-09-03,58.2,54.4,Completed,High,Deployment,2,5.3,True,False,3.8000000000000043,0.93
TSK005293,PRJ0162,EMP0024,Kavya Verma,Bug Fix task #5294,2024-07-01,2024-07-12,,36.1,58.1,To Do,Low,Design,0,0.0,False,False,-22.0,1.61
TSK005294,PRJ0162,EMP0519,Aadhya Bose,Testing task #5295,2024-07-14,2024-07-16,,37.4,55.4,Blocked,Low,Code Review,1,0.9,False,False,-18.0,1.48
TSK005295,PRJ0162,EMP0391,Veer Kapoor,Bug Fix task #5296,2024-05-10,2024-05-15,,15.6,17.7,Blocked,Low,Bug Fix,1,2.6,False,False,-2.0999999999999996,1.13
TSK005296,PRJ0162,EMP0228,Myra Sharma,Testing task #5297,2024-04-20,2024-05-01,2024-05-06,9.6,6.7,Completed,Medium,Bug Fix,1,2.0,True,True,2.8999999999999995,0.7
TSK005297,PRJ0162,EMP0303,Myra Kapoor,Testing task #5298,2024-04-21,2024-05-04,2024-05-04,41.0,29.7,Completed,Medium,Bug Fix,0,0.0,True,False,11.3,0.72
TSK005298,PRJ0162,EMP0454,Rudra Das,Design task #5299,2024-05-16,2024-05-22,2024-05-24,20.2,23.1,Completed,Medium,Research,0,0.0,True,True,-2.900000000000002,1.14
TSK005299,PRJ0162,EMP0469,Kabir Bose,Bug Fix task #5300,2024-05-23,2024-06-06,2024-06-04,62.1,43.2,Completed,High,Bug Fix,0,0.0,True,False,18.9,0.7
TSK005300,PRJ0162,EMP0324,Riya Sharma,Research task #5301,2024-08-13,2024-08-24,2024-08-27,26.7,29.9,Completed,Low,Testing,2,2.7,True,True,-3.1999999999999993,1.12
TSK005301,PRJ0162,EMP0058,Zara Kapoor,Bug Fix task #5302,2024-06-13,2024-06-28,2024-07-03,37.7,35.9,Completed,Low,Documentation,3,8.1,True,True,1.8000000000000043,0.95
TSK005302,PRJ0162,EMP0319,Advait Pillai,Documentation task #5303,2024-05-26,2024-06-16,,12.6,15.2,To Do,Medium,Code Review,2,3.1,False,False,-2.5999999999999996,1.21
TSK005303,PRJ0162,EMP0455,Aditya Gupta,Development task #5304,2024-06-16,2024-06-20,2024-06-22,35.1,39.3,Completed,Low,Development,0,0.0,True,True,-4.199999999999996,1.12
TSK005304,PRJ0162,EMP0482,Ananya Krishnan,Development task #5305,2024-06-27,2024-07-14,2024-07-12,74.7,56.8,Completed,Low,Deployment,1,1.2,True,False,17.900000000000006,0.76
TSK005305,PRJ0162,EMP0561,Aadhya Nair,Code Review task #5306,2024-08-05,2024-08-10,2024-08-08,58.3,42.7,Completed,High,Development,0,0.0,True,False,15.599999999999994,0.73
TSK005306,PRJ0162,EMP0403,Anika Singh,Deployment task #5307,2024-05-03,2024-05-14,2024-05-14,39.1,32.6,Completed,Medium,Bug Fix,0,0.0,True,False,6.5,0.83
TSK005307,PRJ0162,EMP0314,Reyansh Krishnan,Code Review task #5308,2024-06-13,2024-06-15,2024-06-16,50.7,48.8,Completed,Low,Bug Fix,0,0.0,True,True,1.9000000000000057,0.96
TSK005308,PRJ0163,EMP0183,Veer Nair,Bug Fix task #5309,2024-07-26,2024-08-16,,5.4,32.0,In Progress,Medium,Research,3,4.4,False,False,-26.6,5.93
TSK005309,PRJ0163,EMP0238,Vivaan Nair,Documentation task #5310,2024-09-23,2024-09-26,,3.5,7.1,In Progress,Medium,Deployment,2,1.8,False,False,-3.5999999999999996,2.03
TSK005310,PRJ0163,EMP0457,Kavya Menon,Research task #5311,2024-08-29,2024-09-08,2024-09-08,8.9,8.2,Completed,High,Testing,1,2.5,True,False,0.7000000000000011,0.92
TSK005311,PRJ0163,EMP0427,Kiaan Kumar,Design task #5312,2024-08-09,2024-08-16,2024-08-19,4.5,5.6,Completed,Low,Code Review,0,0.0,True,True,-1.0999999999999996,1.24
TSK005312,PRJ0163,EMP0597,Aryan Verma,Testing task #5313,2024-10-06,2024-10-18,2024-10-19,15.7,18.3,Completed,Medium,Bug Fix,0,0.0,True,True,-2.6000000000000014,1.17
TSK005313,PRJ0163,EMP0278,Rudra Pillai,Deployment task #5314,2024-09-14,2024-09-21,2024-09-26,42.9,44.2,Completed,High,Research,1,0.7,True,True,-1.3000000000000043,1.03
TSK005314,PRJ0163,EMP0526,Vihaan Kapoor,Development task #5315,2024-10-19,2024-11-07,2024-11-12,9.3,8.0,Completed,Low,Documentation,0,0.0,True,True,1.3000000000000007,0.86
TSK005315,PRJ0163,EMP0119,Diya Krishnan,Development task #5316,2024-08-21,2024-09-05,,9.7,26.1,In Progress,High,Deployment,0,0.0,False,False,-16.400000000000002,2.69
TSK005316,PRJ0163,EMP0089,Veer Malhotra,Code Review task #5317,2024-09-22,2024-10-11,2024-10-12,25.6,34.0,Completed,High,Deployment,0,0.0,True,True,-8.399999999999999,1.33
TSK005317,PRJ0163,EMP0427,Kiaan Kumar,Research task #5318,2024-10-10,2024-10-14,2024-10-16,31.5,36.0,Completed,Medium,Bug Fix,0,0.0,True,True,-4.5,1.14
TSK005318,PRJ0163,EMP0219,Kavya Gupta,Bug Fix task #5319,2024-09-17,2024-09-19,,31.9,42.8,In Progress,Low,Bug Fix,0,0.0,False,False,-10.899999999999999,1.34
TSK005319,PRJ0163,EMP0416,Anika Gupta,Bug Fix task #5320,2024-09-27,2024-10-02,2024-10-02,28.1,40.0,Completed,Low,Development,2,2.4,True,False,-11.899999999999999,1.42
TSK005320,PRJ0163,EMP0298,Shaurya Kapoor,Research task #5321,2024-10-16,2024-10-18,2024-10-16,50.1,32.8,Completed,Medium,Code Review,3,6.4,True,False,17.300000000000004,0.65
TSK005321,PRJ0163,EMP0055,Arnav Das,Design task #5322,2024-07-29,2024-08-18,2024-08-18,23.2,20.8,Completed,Medium,Documentation,0,0.0,True,False,2.3999999999999986,0.9
TSK005322,PRJ0163,EMP0347,Advait Sharma,Development task #5323,2024-10-01,2024-10-11,2024-10-11,19.9,19.8,Completed,Medium,Research,0,0.0,True,False,0.09999999999999787,0.99
TSK005323,PRJ0163,EMP0208,Reyansh Gupta,Deployment task #5324,2024-09-29,2024-10-04,2024-10-06,9.3,7.5,Completed,High,Research,2,1.4,True,True,1.8000000000000007,0.81
TSK005324,PRJ0163,EMP0531,Kiaan Bose,Design task #5325,2024-07-29,2024-08-11,2024-08-14,53.6,50.5,Completed,High,Testing,1,1.0,True,True,3.1000000000000014,0.94
TSK005325,PRJ0163,EMP0422,Rudra Reddy,Documentation task #5326,2024-08-02,2024-08-23,2024-08-24,45.7,50.5,Completed,High,Deployment,3,5.0,True,True,-4.799999999999997,1.11
TSK005326,PRJ0163,EMP0406,Saanvi Das,Development task #5327,2024-09-16,2024-09-30,2024-10-08,49.8,39.2,Completed,Low,Deployment,1,2.3,True,True,10.599999999999994,0.79
TSK005327,PRJ0163,EMP0035,Ira Nair,Deployment task #5328,2024-10-23,2024-11-02,2024-11-14,69.4,43.5,Completed,Medium,Design,1,2.0,True,True,25.900000000000006,0.63
TSK005328,PRJ0163,EMP0127,Myra Menon,Deployment task #5329,2024-10-25,2024-11-02,2024-11-03,0.0,17.4,Completed,Medium,Code Review,1,2.5,True,True,-17.4,
TSK005329,PRJ0163,EMP0132,Ira Iyer,Research task #5330,2024-10-20,2024-11-08,2024-11-16,8.2,7.9,Completed,Low,Design,2,4.1,True,True,0.29999999999999893,0.96
TSK005330,PRJ0163,EMP0259,Meera Malhotra,Bug Fix task #5331,2024-08-24,2024-09-05,,21.5,26.5,In Progress,High,Development,0,0.0,False,False,-5.0,1.23
TSK005331,PRJ0163,EMP0490,Rudra Bose,Documentation task #5332,2024-07-11,2024-07-31,2024-08-01,5.7,4.8,Completed,High,Deployment,0,0.0,True,True,0.9000000000000004,0.84
TSK005332,PRJ0163,EMP0232,Advait Kapoor,Bug Fix task #5333,2024-08-12,2024-08-29,,16.1,24.4,Blocked,Low,Documentation,2,5.3,False,False,-8.299999999999997,1.52
TSK005333,PRJ0163,EMP0399,Kiaan Sharma,Design task #5334,2024-07-10,2024-07-14,2024-07-12,35.6,26.8,Completed,Low,Testing,0,0.0,True,False,8.8,0.75
TSK005334,PRJ0163,EMP0185,Kabir Malhotra,Development task #5335,2024-08-01,2024-08-15,2024-08-13,5.6,5.2,Completed,High,Testing,0,0.0,True,False,0.39999999999999947,0.93
TSK005335,PRJ0163,EMP0421,Vivaan Malhotra,Development task #5336,2024-09-22,2024-09-30,2024-10-02,52.1,58.8,Completed,Medium,Design,0,0.0,True,True,-6.699999999999996,1.13
TSK005336,PRJ0163,EMP0520,Riya Gupta,Testing task #5337,2024-10-08,2024-10-26,2024-10-27,36.2,38.2,Completed,High,Testing,2,5.7,True,True,-2.0,1.06
TSK005337,PRJ0163,EMP0442,Meera Nair,Documentation task #5338,2024-09-13,2024-09-22,2024-09-22,33.9,44.3,Completed,High,Bug Fix,0,0.0,True,False,-10.399999999999999,1.31
TSK005338,PRJ0163,EMP0508,Diya Sharma,Bug Fix task #5339,2024-09-16,2024-10-02,2024-10-07,36.9,23.4,Completed,Medium,Research,0,0.0,True,True,13.5,0.63
TSK005339,PRJ0163,EMP0439,Kiaan Das,Research task #5340,2024-10-10,2024-10-16,2024-10-18,19.8,26.4,Completed,Low,Documentation,0,0.0,True,True,-6.599999999999998,1.33
TSK005340,PRJ0164,EMP0464,Ananya Malhotra,Design task #5341,2024-07-09,2024-07-24,2024-07-23,19.1,20.3,Completed,Medium,Research,3,4.1,True,False,-1.1999999999999993,1.06
TSK005341,PRJ0164,EMP0032,Vivaan Gupta,Research task #5342,2024-05-16,2024-05-28,2024-05-28,17.5,18.9,Completed,High,Code Review,2,2.8,True,False,-1.3999999999999986,1.08
TSK005342,PRJ0164,EMP0177,Shaurya Malhotra,Code Review task #5343,2024-03-29,2024-04-08,2024-04-13,7.9,6.6,Completed,High,Documentation,1,1.2,True,True,1.3000000000000007,0.84
TSK005343,PRJ0164,EMP0007,Vivaan Sharma,Deployment task #5344,2024-04-04,2024-04-19,2024-04-20,50.4,33.2,Completed,High,Documentation,0,0.0,True,True,17.199999999999996,0.66
TSK005344,PRJ0164,EMP0588,Kiaan Malhotra,Development task #5345,2024-05-02,2024-05-22,2024-05-21,41.9,40.9,Completed,Low,Code Review,1,2.4,True,False,1.0,0.98
TSK005345,PRJ0164,EMP0186,Meera Menon,Code Review task #5346,2024-07-05,2024-07-23,2024-07-26,9.8,6.2,Completed,High,Documentation,0,0.0,True,True,3.6000000000000005,0.63
TSK005346,PRJ0164,EMP0222,Arnav Verma,Research task #5347,2024-07-14,2024-07-16,,11.0,40.1,Blocked,High,Testing,0,0.0,False,False,-29.1,3.65
TSK005347,PRJ0164,EMP0397,Rudra Bose,Development task #5348,2024-07-09,2024-07-19,2024-07-31,45.1,32.2,Completed,Medium,Code Review,0,0.0,True,True,12.899999999999999,0.71
TSK005348,PRJ0164,EMP0257,Sara Pillai,Code Review task #5349,2024-06-02,2024-06-22,2024-06-20,56.0,48.1,Completed,High,Development,0,0.0,True,False,7.899999999999999,0.86
TSK005349,PRJ0164,EMP0572,Aryan Rao,Deployment task #5350,2024-06-27,2024-07-17,2024-07-18,23.8,18.5,Completed,High,Research,3,2.2,True,True,5.300000000000001,0.78
TSK005350,PRJ0164,EMP0399,Kiaan Sharma,Bug Fix task #5351,2024-07-16,2024-08-06,2024-08-07,37.6,26.4,Completed,Medium,Research,2,5.7,True,True,11.200000000000003,0.7
TSK005351,PRJ0164,EMP0065,Ishaan Rao,Testing task #5352,2024-05-10,2024-05-27,,4.5,9.8,To Do,Low,Deployment,1,2.9,False,False,-5.300000000000001,2.18
TSK005352,PRJ0164,EMP0411,Zara Rao,Design task #5353,2024-06-18,2024-06-24,2024-07-06,12.8,14.9,Completed,Medium,Research,2,2.1,True,True,-2.0999999999999996,1.16
TSK005353,PRJ0164,EMP0556,Vihaan Bose,Documentation task #5354,2024-09-09,2024-09-18,2024-09-18,32.5,27.2,Completed,Medium,Development,0,0.0,True,False,5.300000000000001,0.84
TSK005354,PRJ0164,EMP0225,Shaurya Das,Testing task #5355,2024-04-11,2024-04-16,2024-04-15,70.6,52.5,Completed,Medium,Code Review,0,0.0,True,False,18.099999999999994,0.74
TSK005355,PRJ0164,EMP0495,Vihaan Nair,Deployment task #5356,2024-08-08,2024-08-26,2024-08-26,35.3,36.4,Completed,Low,Bug Fix,2,4.6,True,False,-1.1000000000000014,1.03
TSK005356,PRJ0164,EMP0526,Vihaan Kapoor,Development task #5357,2024-04-26,2024-05-13,2024-05-18,66.1,42.7,Completed,High,Design,0,0.0,True,True,23.39999999999999,0.65
TSK005357,PRJ0164,EMP0225,Shaurya Das,Development task #5358,2024-07-07,2024-07-20,2024-07-22,7.2,10.1,Completed,Medium,Research,2,2.1,True,True,-2.8999999999999995,1.4
TSK005358,PRJ0164,EMP0252,Sara Krishnan,Deployment task #5359,2024-04-12,2024-04-19,2024-04-20,48.5,55.7,Completed,High,Testing,0,0.0,True,True,-7.200000000000003,1.15
TSK005359,PRJ0164,EMP0106,Aryan Gupta,Research task #5360,2024-06-22,2024-07-12,2024-07-14,15.8,11.5,Completed,Low,Deployment,0,0.0,True,True,4.300000000000001,0.73
TSK005360,PRJ0164,EMP0073,Sara Kapoor,Deployment task #5361,2024-04-04,2024-04-20,2024-04-18,27.6,19.0,Completed,High,Documentation,0,0.0,True,False,8.600000000000001,0.69
TSK005361,PRJ0164,EMP0537,Aryan Pillai,Testing task #5362,2024-03-17,2024-03-31,2024-03-30,50.8,37.3,Completed,Low,Testing,0,0.0,True,False,13.5,0.73
TSK005362,PRJ0164,EMP0580,Sara Sharma,Design task #5363,2024-04-16,2024-04-26,2024-04-27,54.6,35.3,Completed,Medium,Development,0,0.0,True,True,19.300000000000004,0.65
TSK005363,PRJ0164,EMP0526,Vihaan Kapoor,Code Review task #5364,2024-05-01,2024-05-20,,15.8,22.6,To Do,Low,Deployment,1,2.1,False,False,-6.800000000000001,1.43
TSK005364,PRJ0164,EMP0562,Advait Nair,Design task #5365,2024-05-18,2024-05-20,2024-05-22,17.9,12.9,Completed,High,Research,0,0.0,True,True,4.999999999999998,0.72
TSK005365,PRJ0164,EMP0398,Dhruv Bose,Testing task #5366,2024-07-02,2024-07-17,2024-07-18,37.5,41.5,Completed,Medium,Deployment,0,0.0,True,True,-4.0,1.11
TSK005366,PRJ0164,EMP0218,Kavya Krishnan,Documentation task #5367,2024-09-14,2024-09-20,2024-09-18,53.2,37.1,Completed,High,Documentation,0,0.0,True,False,16.1,0.7
TSK005367,PRJ0164,EMP0501,Meera Bose,Code Review task #5368,2024-04-26,2024-05-03,,5.0,14.5,To Do,Medium,Code Review,0,0.0,False,False,-9.5,2.9
TSK005368,PRJ0164,EMP0576,Riya Reddy,Testing task #5369,2024-07-29,2024-08-04,2024-08-04,56.0,57.9,Completed,High,Design,0,0.0,True,False,-1.8999999999999986,1.03
TSK005369,PRJ0164,EMP0096,Navya Rao,Design task #5370,2024-05-24,2024-06-11,2024-06-10,47.1,30.7,Completed,High,Bug Fix,0,0.0,True,False,16.400000000000002,0.65
TSK005370,PRJ0164,EMP0082,Shaurya Menon,Bug Fix task #5371,2024-04-16,2024-04-28,2024-04-28,7.0,4.7,Completed,Low,Code Review,2,1.2,True,False,2.3,0.67
TSK005371,PRJ0164,EMP0437,Meera Gupta,Design task #5372,2024-09-13,2024-09-17,2024-09-17,35.0,24.9,Completed,Medium,Code Review,0,0.0,True,False,10.100000000000001,0.71
TSK005372,PRJ0164,EMP0225,Shaurya Das,Bug Fix task #5373,2024-07-01,2024-07-07,2024-07-09,42.4,27.2,Completed,Medium,Deployment,0,0.0,True,True,15.2,0.64
TSK005373,PRJ0164,EMP0267,Kavya Rao,Testing task #5374,2024-06-06,2024-06-21,2024-06-26,41.5,55.4,Completed,Low,Deployment,2,5.9,True,True,-13.899999999999999,1.33
TSK005374,PRJ0164,EMP0374,Rudra Reddy,Research task #5375,2024-07-06,2024-07-19,2024-07-19,55.0,47.5,Completed,High,Code Review,1,2.3,True,False,7.5,0.86
TSK005375,PRJ0164,EMP0211,Meera Reddy,Deployment task #5376,2024-06-30,2024-07-05,2024-07-17,12.8,9.2,Completed,High,Bug Fix,0,0.0,True,True,3.6000000000000014,0.72
