Project_ID,Project_Name,Project_Manager,Team_Name,Department,Project_Type,Start_Date,End_Date,Planned_End_Date,Status,Priority,Budget,Actual_Cost,Progress_%,Risk_Level,Client,Team_Size
PRJ0260,Dashboard - Govt Client G #260,Vikram Malhotra,Pulsar,QA & Testing,Dashboard,2024-01-03,2024-11-13,2024-08-18,Delayed,Critical,85402.39,110395.49,100.0,Medium,Govt Client G,7.0
PRJ0261,Mobile App - EdTech Client D #261,Karthik Iyer,Quantum,Data & Analytics,Mobile App,2025-01-14,2025-02-23,2025-03-04,Completed,High,61621.52,59512.84,100.0,Low,EdTech Client D,3.0
PRJ0262,Data Pipeline - Govt Client G #262,Sneha Reddy,Quantum,Engineering,Data Pipeline,2024-01-10,2024-05-15,2024-05-19,Completed,Critical,129018.38,113120.25,100.0,Medium,Govt Client G,6.0
PRJ0263,Data Pipeline - Healthcare Client C #263,Ananya Rao,Quantum,Cloud Infrastructure,Data Pipeline,2025-02-14,2025-10-10,2025-07-25,Delayed,High,56315.35,73985.15,100.0,High,Healthcare Client C,5.0
PRJ0264,Dashboard - Healthcare Client C #264,Ananya Rao,Pulsar,Mobile Apps,Dashboard,2023-08-26,2023-11-11,2023-10-11,Delayed,Medium,66479.06,83574.42,100.0,Medium,Healthcare Client C,7.0
PRJ0265,Mobile App - Logistics Client E #265,Ananya Rao,Falcon,Mobile Apps,Mobile App,2024-12-21,2025-05-29,2025-06-02,Completed,Low,261064.5,252116.85,100.0,Medium,Logistics Client E,13.0
PRJ0266,Cloud Migration - Fintech Client A #266,Suresh Kumar,Pulsar,Mobile Apps,Cloud Migration,2024-01-21,2024-11-27,2024-10-09,Delayed,High,77259.31,96168.11,100.0,High,Fintech Client A,6.0
PRJ0267,ML Model - Retail Client B #267,Vikram Malhotra,Nova,AI/ML,ML Model,2023-03-20,2023-09-22,2023-08-28,Delayed,Critical,96962.04,115858.89,100.0,High,Retail Client B,13.0
PRJ0268,Dashboard - Fintech Client A #268,Arjun Nair,Vega,Data & Analytics,Dashboard,2024-11-22,2025-06-19,2025-04-23,Delayed,High,58461.91,61909.9,100.0,High,Fintech Client A,10.0
PRJ0269,Data Pipeline - Data & Analytics #269,Neha Kapoor,Nova,Data & Analytics,Data Pipeline,2023-02-27,2023-05-04,2023-05-10,Completed,High,155513.95,150828.55,100.0,,Internal,7.0
PRJ0270,Mobile App - EdTech Client D #270,Neha Kapoor,Aurora,QA & Testing,Mobile App,2023-08-10,2023-12-30,2024-01-01,Completed,Medium,286006.13,255653.09,100.0,Low,EdTech Client D,12.0
PRJ0271,Data Pipeline - EdTech Client D #271,Suresh Kumar,Nova,AI/ML,Data Pipeline,2025-01-11,2025-08-03,2025-08-04,Completed,Critical,177712.76,159224.01,100.0,Medium,EdTech Client D,8.0
PRJ0272,Data Pipeline - BFSI Client F #272,Meera Krishnan,Quantum,Data & Analytics,Data Pipeline,2024-09-12,2024-11-05,2024-11-05,Completed,Medium,59724.96,61250.96,100.0,Medium,BFSI Client F,5.0
PRJ0273,Web App - Retail Client B #273,Neha Kapoor,Zenith,Engineering,Web App,2025-03-04,2025-09-23,2025-09-23,Completed,High,142017.55,140530.42,100.0,Low,Retail Client B,13.0
PRJ0274,Internal Tool - Fintech Client A #274,Arjun Nair,Vega,Mobile Apps,Internal Tool,2023-05-18,2023-08-20,2023-08-21,Completed,Low,186147.54,168771.29,100.0,Medium,Fintech Client A,10.0
PRJ0275,Mobile App - Data & Analytics #275,Aditya Verma,Falcon,Data & Analytics,Mobile App,2024-06-16,2024-07-12,2024-07-17,Completed,Medium,144491.05,134632.28,100.0,Medium,Internal,9.0
PRJ0276,API Integration - BFSI Client F #276,Sneha Reddy,Titan,AI/ML,API Integration,2024-09-18,2025-03-12,2024-12-27,Delayed,Medium,131838.79,179764.22,100.0,High,BFSI Client F,13.0
PRJ0277,API Integration - EdTech Client D #277,Sneha Reddy,Zenith,AI/ML,API Integration,2025-03-03,2025-09-19,2025-09-29,Completed,High,161306.96,140952.79,100.0,Medium,EdTech Client D,9.0
PRJ0278,API Integration - BFSI Client F #278,Karthik Iyer,Orion,Data & Analytics,API Integration,2025-03-31,2025-09-15,2025-09-17,Completed,Critical,204387.84,189635.28,100.0,Low,BFSI Client F,12.0
PRJ0279,Mobile App - BFSI Client F #279,Vikram Malhotra,Nova,Customer Platforms,Mobile App,2023-03-07,2023-06-06,2023-06-12,Completed,Low,57175.25,59241.39,100.0,Low,BFSI Client F,6.0
PRJ0280,Data Pipeline - Cloud Infrastructure #280,Suresh Kumar,Aurora,Cloud Infrastructure,Data Pipeline,2024-10-17,2025-03-14,2025-03-22,Completed,High,12463.39,11306.8,100.0,Medium,Internal,10.0
PRJ0281,Web App - Retail Client B #281,Karthik Iyer,Aurora,AI/ML,Web App,2024-01-04,2024-05-14,2024-04-04,Delayed,High,13085.89,17821.27,100.0,Medium,Retail Client B,13.0
PRJ0282,Mobile App - AI/ML #282,Meera Krishnan,Atlas,AI/ML,Mobile App,2023-04-03,2023-09-11,2023-09-20,Completed,Low,123908.33,113948.46,100.0,Low,Internal,7.0
PRJ0283,Web App - BFSI Client F #283,Vikram Malhotra,Atlas,AI/ML,Web App,2023-09-25,2023-11-30,2023-12-08,Completed,Medium,113791.29,103419.26,100.0,Medium,BFSI Client F,9.0
PRJ0284,Dashboard - EdTech Client D #284,Suresh Kumar,Quantum,Cloud Infrastructure,Dashboard,2024-01-22,2024-07-07,2024-07-14,Completed,Medium,187092.45,184532.83,100.0,Low,EdTech Client D,10.0
PRJ0285,Internal Tool - Fintech Client A #285,Sneha Reddy,Orion,Mobile Apps,Internal Tool,2024-10-10,2025-07-13,2025-05-29,Delayed,Critical,99413.99,120785.05,100.0,Medium,Fintech Client A,6.0
PRJ0286,Mobile App - EdTech Client D #286,Karthik Iyer,Titan,QA & Testing,Mobile App,2024-02-13,2024-09-29,2024-09-02,Delayed,Medium,278386.05,345371.91,100.0,High,EdTech Client D,14.0
PRJ0287,Dashboard - Healthcare Client C #287,Aditya Verma,Nova,Cloud Infrastructure,Dashboard,2025-01-24,2025-04-12,2025-04-15,Completed,Medium,107489.21,96293.3,100.0,Medium,Healthcare Client C,6.0
PRJ0288,Mobile App - Fintech Client A #288,Rohit Sharma,Nova,Cloud Infrastructure,Mobile App,2024-11-23,2025-06-02,2025-06-10,Completed,Critical,151180.2,157469.09,100.0,High,Fintech Client A,10.0
PRJ0289,Dashboard - EdTech Client D #289,Suresh Kumar,Zenith,Cloud Infrastructure,Dashboard,2023-07-07,2024-05-05,2024-02-17,Delayed,Low,81907.46,90204.55,100.0,High,EdTech Client D,11.0
PRJ0290,Internal Tool - Logistics Client E #290,Meera Krishnan,Falcon,AI/ML,Internal Tool,2024-12-03,2025-09-28,2025-07-19,Delayed,Medium,57577.54,71052.31,100.0,,Logistics Client E,5.0
PRJ0291,API Integration - Fintech Client A #291,Suresh Kumar,Vega,Data & Analytics,API Integration,2024-01-06,2024-08-18,2024-07-10,Delayed,Medium,37131.54,45988.83,100.0,High,Fintech Client A,7.0
PRJ0292,API Integration - BFSI Client F #292,Karthik Iyer,Vega,Mobile Apps,API Integration,2024-01-09,2024-10-04,2024-09-13,Delayed,Medium,66883.31,96426.27,100.0,Medium,BFSI Client F,9.0
PRJ0293,Internal Tool - BFSI Client F #293,Karthik Iyer,Titan,QA & Testing,Internal Tool,2023-07-20,2023-10-01,2023-09-25,Delayed,High,345906.03,387637.14,100.0,Medium,BFSI Client F,15.0
PRJ0294,Dashboard - Logistics Client E #294,Meera Krishnan,Comet,Customer Platforms,Dashboard,2023-11-04,2024-02-23,2024-02-06,Delayed,Low,228201.0,302644.11,100.0,Low,Logistics Client E,11.0
PRJ0295,API Integration - Govt Client G #295,Rohit Sharma,Comet,Mobile Apps,API Integration,2023-09-24,2024-01-20,2024-01-24,Completed,Low,111104.41,102085.85,100.0,Low,Govt Client G,8.0
PRJ0296,Cloud Migration - Retail Client B #296,Karthik Iyer,Nimbus,QA & Testing,Cloud Migration,2023-12-30,2024-04-14,2024-04-21,Completed,Low,165622.91,170248.18,100.0,Medium,Retail Client B,13.0
PRJ0297,Internal Tool - Logistics Client E #297,Priya Menon,Nova,QA & Testing,Internal Tool,2024-10-08,2025-04-11,2025-04-12,Completed,Medium,123717.27,109168.11,100.0,Low,Logistics Client E,12.0
PRJ0298,Cloud Migration - BFSI Client F #298,Sneha Reddy,Aurora,Cloud Infrastructure,Cloud Migration,2024-03-31,2024-11-08,2024-11-15,Completed,Critical,145612.77,135827.27,100.0,Low,BFSI Client F,8.0
PRJ0299,Mobile App - EdTech Client D #299,Neha Kapoor,Atlas,QA & Testing,Mobile App,2023-08-04,2023-12-19,2023-10-15,Delayed,High,30322.93,38491.12,100.0,Medium,EdTech Client D,
PRJ0300,Data Pipeline - EdTech Client D #300,Rohit Sharma,Orion,Customer Platforms,Data Pipeline,2023-03-28,2023-11-21,2023-10-11,Delayed,Medium,73039.73,89639.04,100.0,Low,EdTech Client D,9.0
PRJ0088,ML Model - Healthcare Client C #88,Meera Krishnan,Zenith,AI/ML,ML Model,2024-11-27,2025-09-08,2025-07-08,Delayed,High,252985.28,319082.55,100.0,Medium,Healthcare Client C,12.0
PRJ0015,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6.0
PRJ0018,Dashboard - Retail Client B #18,Karthik Iyer,Quantum,AI/ML,Dashboard,2023-08-18,2024-04-19,2024-04-20,Completed,Critical,36210.49,36301.78,100.0,Medium,Retail Client B,4.0
PRJ0183,Data Pipeline - Logistics Client E #183,Arjun Nair,Atlas,Engineering,Data Pipeline,2024-10-13,2025-06-21,2025-06-26,Completed,Critical,79592.89,74763.67,100.0,Low,Logistics Client E,4.0
PRJ0167,Mobile App - Retail Client B #167,Rohit Sharma,Nimbus,Customer Platforms,Mobile App,2023-06-18,2023-12-30,2023-11-10,Delayed,Low,82227.66,118066.91,100.0,Low,Retail Client B,10.0
PRJ0244,ML Model - Healthcare Client C #244,Suresh Kumar,Pulsar,QA & Testing,ML Model,2023-10-29,2024-04-17,2024-03-21,Delayed,Low,118097.13,158726.3,100.0,Medium,Healthcare Client C,5.0
